current_queue_length,average_consultation_minutes,time_of_day,day_of_week,emergency_patients_ahead,actual_wait_minutes
4,18.3,15:30,Wednesday,0,69.2
2,12.8,12:26,Saturday,1,36.4
2,12.5,15:55,Sunday,0,29.6
6,11.8,16:58,Sunday,0,56.4
5,13.4,12:07,Sunday,1,81.3
1,13.6,17:40,Friday,0,11.3
1,9.4,09:31,Thursday,0,14.6
2,11.4,16:27,Saturday,0,20.8
3,12.3,13:15,Monday,1,67.6
6,13.7,09:23,Sunday,0,72.3
3,13.8,14:15,Sunday,1,75.1
4,12.5,09:18,Thursday,0,59.2
2,10.3,16:52,Thursday,0,22.5
2,10.2,16:09,Thursday,2,29.0
3,8.4,14:32,Monday,1,54.1
8,13.8,10:19,Tuesday,0,123.7
2,10.2,17:37,Saturday,0,16.0
3,11.4,16:31,Monday,1,53.9
1,12.7,15:09,Friday,0,20.3
1,12.0,11:39,Wednesday,0,14.6
5,12.0,12:50,Monday,0,72.4
5,9.3,11:22,Friday,0,57.9
5,12.8,16:29,Tuesday,0,67.8
5,11.1,11:05,Thursday,0,69.6
3,11.7,10:22,Sunday,1,41.3
4,15.5,10:08,Friday,0,60.7
6,13.5,12:00,Sunday,0,79.2
7,10.3,14:13,Wednesday,0,88.0
6,11.6,16:18,Wednesday,1,76.6
5,16.8,17:14,Friday,0,71.6
3,11.1,08:48,Monday,0,43.2
4,12.1,08:28,Saturday,1,53.1
4,14.0,11:37,Wednesday,0,66.8
4,12.6,16:06,Thursday,1,79.6
2,10.9,17:04,Thursday,2,35.2
4,9.8,09:41,Monday,0,51.4
4,12.0,10:51,Wednesday,0,61.9
4,14.0,17:01,Monday,2,103.9
10,16.0,13:45,Friday,0,174.3
4,7.6,12:04,Friday,0,36.5
5,17.3,10:26,Monday,0,110.8
5,11.1,09:07,Monday,0,57.8
4,14.8,09:05,Saturday,0,58.9
5,9.8,14:44,Wednesday,0,59.3
7,7.2,15:12,Saturday,0,45.9
2,8.1,11:39,Friday,0,23.7
1,11.0,14:03,Saturday,0,10.0
3,13.6,09:33,Wednesday,1,73.4
2,12.1,08:12,Wednesday,0,24.9
7,11.2,08:59,Saturday,0,62.5
4,15.4,09:03,Friday,0,62.8
4,12.0,17:50,Thursday,0,51.9
9,12.8,10:21,Wednesday,0,116.6
6,21.3,09:20,Friday,1,178.7
2,12.0,15:57,Wednesday,0,26.2
4,9.9,11:39,Sunday,2,54.6
7,13.4,10:03,Friday,1,129.7
4,14.2,10:12,Wednesday,1,93.2
2,12.9,09:23,Saturday,0,22.5
3,12.5,08:47,Monday,2,80.2
5,16.4,14:48,Saturday,0,90.0
4,16.1,12:23,Wednesday,1,85.5
4,11.6,09:29,Tuesday,0,58.7
6,10.1,15:55,Saturday,0,66.7
2,13.3,08:11,Friday,1,50.5
2,10.1,12:18,Monday,0,25.4
4,14.7,09:16,Tuesday,0,59.5
3,13.3,08:16,Thursday,0,42.4
3,20.0,13:30,Friday,0,77.6
6,16.4,09:33,Saturday,0,94.9
4,8.8,08:41,Wednesday,0,36.3
6,10.4,12:47,Saturday,1,79.7
3,6.3,16:26,Saturday,0,10.4
0,5.6,12:51,Wednesday,0,2.0
2,12.3,08:47,Sunday,1,40.6
6,8.4,11:02,Sunday,0,44.4
2,16.9,12:27,Wednesday,0,43.2
7,15.5,10:48,Thursday,0,156.4
8,11.2,11:22,Sunday,0,87.5
6,11.0,13:00,Thursday,0,85.6
3,16.5,17:25,Saturday,1,78.8
7,17.1,16:02,Saturday,2,197.8
0,9.2,10:02,Thursday,0,0.0
6,8.8,15:51,Wednesday,0,58.0
5,11.1,11:56,Thursday,0,76.0
1,13.3,16:09,Saturday,0,14.4
3,10.5,14:10,Wednesday,0,42.0
6,13.4,14:47,Saturday,0,50.9
2,17.9,11:37,Tuesday,1,53.2
3,7.8,15:07,Thursday,0,34.1
3,10.7,13:39,Monday,1,66.0
4,7.8,14:11,Saturday,1,43.1
4,9.5,13:28,Friday,0,42.6
5,11.1,08:33,Monday,0,65.8
2,9.8,12:44,Tuesday,1,41.1
0,13.6,08:30,Thursday,2,23.7
5,12.5,09:41,Thursday,0,64.1
5,12.9,12:45,Monday,0,96.3
4,11.1,12:03,Sunday,0,47.8
3,11.4,08:28,Thursday,0,34.1
2,10.9,09:22,Friday,0,29.0
4,11.3,12:39,Saturday,0,54.2
6,13.3,17:40,Tuesday,1,79.7
5,6.2,12:51,Wednesday,0,46.6
0,12.9,15:43,Saturday,0,3.5
3,9.4,12:25,Saturday,0,30.7
3,11.0,09:55,Tuesday,0,39.0
5,7.3,08:12,Wednesday,0,43.5
6,10.9,11:45,Saturday,0,73.7
3,12.8,17:11,Wednesday,0,40.6
7,13.4,11:14,Monday,0,152.9
5,8.4,11:41,Thursday,1,46.2
4,13.2,14:55,Monday,0,67.9
4,15.4,15:22,Friday,0,80.8
6,10.5,14:05,Sunday,0,61.8
4,12.0,11:22,Monday,0,72.2
3,5.8,17:27,Tuesday,0,15.6
4,9.3,11:31,Thursday,0,44.1
2,12.8,10:55,Tuesday,1,54.9
4,14.9,16:25,Thursday,1,67.3
2,10.2,17:21,Tuesday,0,22.6
3,20.0,17:33,Friday,1,84.3
9,12.9,13:19,Wednesday,0,151.8
3,8.2,16:41,Sunday,0,23.4
5,15.9,09:50,Saturday,0,78.2
5,8.2,16:53,Sunday,0,34.7
3,13.0,15:34,Tuesday,0,48.3
4,9.2,11:59,Sunday,0,35.5
3,7.9,10:27,Monday,0,32.0
4,14.9,15:35,Tuesday,0,86.3
4,11.2,12:18,Sunday,0,36.6
4,17.2,17:47,Sunday,0,62.3
8,8.9,16:32,Wednesday,0,70.4
4,7.3,15:54,Saturday,0,37.4
3,10.6,11:20,Monday,0,44.7
7,20.7,15:06,Wednesday,3,207.7
3,14.5,15:33,Monday,0,57.2
1,13.7,12:05,Thursday,0,12.5
2,13.8,08:56,Sunday,2,43.2
3,10.5,15:21,Friday,0,42.2
6,20.2,10:56,Thursday,0,169.8
4,13.4,09:19,Tuesday,0,71.5
3,13.1,08:25,Friday,0,43.9
3,15.0,11:16,Wednesday,0,58.2
3,8.2,13:05,Friday,0,35.2
3,9.4,08:23,Monday,1,59.0
4,11.3,13:38,Thursday,1,65.0
3,15.0,16:57,Thursday,0,59.8
5,8.1,13:58,Saturday,0,36.0
4,11.8,13:14,Sunday,0,55.5
4,11.4,10:19,Sunday,1,47.8
6,7.3,12:23,Wednesday,0,49.9
7,10.5,14:00,Friday,0,92.0
5,13.6,16:39,Friday,0,72.1
4,7.6,16:49,Saturday,0,30.5
3,16.2,12:31,Saturday,0,60.6
4,13.4,09:50,Monday,0,53.5
6,13.0,15:04,Saturday,0,77.5
2,12.0,17:30,Thursday,0,22.1
3,8.7,17:34,Sunday,0,26.1
0,10.1,17:57,Friday,1,15.5
3,13.1,10:31,Wednesday,0,45.2
7,10.0,16:22,Tuesday,0,76.2
3,12.6,08:31,Sunday,0,23.5
2,9.3,08:09,Tuesday,0,26.7
5,13.4,14:44,Monday,0,106.2
9,13.6,09:11,Monday,1,133.3
3,7.1,11:53,Thursday,0,28.4
4,12.2,08:07,Tuesday,1,58.2
2,7.4,08:52,Friday,0,15.6
6,6.4,10:05,Saturday,0,30.6
3,10.2,13:32,Wednesday,0,29.0
4,20.4,11:19,Monday,0,113.3
3,14.3,13:38,Wednesday,1,87.6
3,16.2,14:29,Friday,0,55.5
2,13.8,08:02,Saturday,1,43.0
3,12.6,16:28,Monday,0,55.0
3,14.7,08:34,Sunday,1,57.3
2,10.1,16:43,Friday,1,44.5
5,13.4,17:45,Thursday,0,81.4
5,15.5,17:02,Tuesday,1,133.0
4,14.1,13:25,Sunday,1,58.2
2,15.7,15:41,Tuesday,0,42.1
6,12.5,09:43,Thursday,2,137.0
4,17.1,17:22,Thursday,0,66.3
4,11.4,08:13,Thursday,0,24.9
8,18.4,13:30,Tuesday,0,164.2
1,13.7,12:36,Sunday,0,11.5
2,10.8,15:58,Wednesday,2,53.7
7,8.5,15:27,Friday,0,68.3
4,9.6,11:18,Friday,1,61.0
3,9.1,09:38,Tuesday,0,30.1
5,11.7,15:56,Sunday,0,53.1
2,8.2,17:46,Thursday,0,17.3
5,15.9,08:58,Friday,1,101.2
6,12.3,15:19,Friday,0,101.2
7,12.2,13:09,Thursday,1,142.3
4,8.5,11:07,Friday,2,55.8
5,9.7,08:08,Thursday,1,64.0
2,5.3,15:14,Saturday,0,6.5
4,16.9,09:19,Thursday,0,57.6
2,7.7,16:30,Saturday,0,17.9
3,8.0,10:38,Thursday,0,35.5
5,16.2,13:55,Sunday,1,91.7
3,13.2,10:50,Thursday,0,58.0
5,12.4,15:01,Friday,2,100.5
2,13.0,09:10,Thursday,0,28.0
5,14.9,11:25,Wednesday,0,109.1
3,12.3,13:05,Saturday,0,34.2
4,7.4,13:51,Friday,1,53.0
3,14.2,13:47,Wednesday,0,50.7
4,13.3,08:47,Saturday,0,43.6
2,15.5,08:20,Monday,0,36.0
4,8.3,10:22,Monday,0,33.7
2,9.8,08:22,Friday,0,26.0
6,13.2,10:12,Thursday,0,94.6
1,9.2,08:35,Saturday,0,8.0
10,5.0,13:16,Friday,0,60.4
4,12.6,09:02,Saturday,0,49.7
7,14.7,12:09,Tuesday,0,147.5
4,11.6,15:41,Tuesday,0,55.0
3,13.6,15:43,Tuesday,0,56.0
4,13.2,13:37,Friday,0,71.2
2,12.0,08:18,Friday,0,26.8
3,12.4,13:22,Sunday,1,56.3
5,16.0,10:31,Tuesday,1,111.8
6,9.1,13:41,Monday,0,67.9
6,14.3,17:05,Sunday,0,74.8
3,8.5,13:59,Thursday,0,31.5
2,9.6,17:24,Wednesday,0,20.2
8,15.6,10:05,Wednesday,0,166.4
0,8.4,10:40,Sunday,0,1.5
7,11.3,09:29,Saturday,1,84.8
6,19.1,08:46,Tuesday,0,131.3
2,15.1,08:06,Wednesday,0,32.5
4,9.8,17:16,Sunday,0,37.2
4,10.3,12:31,Saturday,0,44.0
4,11.5,17:23,Saturday,0,41.3
5,15.9,16:38,Tuesday,0,77.7
7,9.0,15:26,Friday,0,71.3
5,8.8,17:10,Monday,0,57.3
2,14.1,10:38,Thursday,1,51.4
4,7.0,16:33,Monday,0,29.8
4,9.3,14:47,Tuesday,0,43.9
5,11.7,13:59,Tuesday,0,68.1
2,11.9,14:11,Tuesday,0,35.6
3,7.9,17:03,Saturday,0,23.1
4,13.1,17:17,Wednesday,0,60.3
3,13.7,09:46,Tuesday,0,48.6
3,10.0,08:48,Sunday,1,31.3
2,17.0,10:43,Monday,1,66.2
7,13.0,16:06,Tuesday,0,116.4
7,9.0,08:58,Saturday,1,64.5
4,16.9,14:37,Thursday,0,87.1
6,10.4,11:59,Wednesday,0,78.7
4,12.5,17:07,Wednesday,0,57.2
4,10.5,16:12,Friday,0,52.7
3,13.9,13:04,Wednesday,0,48.7
6,10.6,11:48,Monday,0,86.7
3,10.7,16:20,Sunday,0,33.6
3,11.5,10:26,Sunday,0,41.9
6,10.5,13:26,Tuesday,0,91.1
4,15.2,17:18,Thursday,1,51.0
6,8.2,14:02,Thursday,0,55.4
1,11.9,17:18,Monday,0,15.2
4,12.3,12:25,Wednesday,0,53.0
1,11.6,14:17,Friday,0,11.6
6,14.9,17:24,Monday,2,141.3
3,7.5,15:22,Wednesday,1,37.0
6,13.7,17:03,Tuesday,0,102.6
3,8.3,16:19,Wednesday,1,35.7
9,10.5,08:46,Friday,0,101.9
4,8.0,10:35,Wednesday,1,41.9
9,11.0,15:24,Saturday,0,106.9
3,10.3,16:54,Thursday,2,60.2
3,16.9,16:01,Friday,0,68.2
3,12.7,11:07,Friday,1,65.4
5,13.3,14:12,Saturday,1,67.9
6,8.7,14:36,Tuesday,0,63.8
9,14.2,12:22,Sunday,0,143.9
3,16.9,13:52,Saturday,0,40.3
9,14.6,17:51,Tuesday,0,145.7
6,8.1,13:26,Monday,0,71.5
3,10.6,09:56,Monday,1,68.8
3,12.3,13:02,Friday,0,45.2
4,10.3,09:45,Wednesday,0,46.1
7,19.6,14:52,Tuesday,0,208.4
1,10.6,17:01,Wednesday,0,9.9
3,11.9,14:45,Thursday,1,65.1
3,10.2,16:46,Monday,0,41.0
8,12.7,15:16,Thursday,0,117.2
3,16.1,12:22,Monday,0,72.6
4,12.3,13:22,Friday,0,63.6
4,11.3,13:19,Monday,0,80.5
4,8.8,11:55,Saturday,0,26.0
3,15.6,08:55,Tuesday,1,69.5
3,11.6,15:01,Thursday,0,40.3
2,11.4,08:28,Wednesday,0,24.3
4,5.0,10:02,Sunday,0,21.7
5,11.6,12:32,Saturday,1,69.2
6,10.8,17:52,Sunday,0,60.1
8,6.5,11:04,Saturday,0,55.2
4,15.0,15:56,Sunday,0,62.8
5,10.4,12:11,Tuesday,0,66.7
2,17.7,10:12,Wednesday,0,42.8
4,16.2,08:15,Saturday,0,58.0
3,9.8,08:53,Monday,1,43.9
7,16.1,12:10,Tuesday,0,173.9
1,16.8,12:00,Saturday,0,15.4
4,10.3,14:15,Wednesday,0,47.8
4,8.9,08:37,Tuesday,0,36.0
4,5.5,10:50,Wednesday,1,34.7
3,13.1,08:14,Saturday,0,33.1
5,9.1,16:43,Thursday,0,61.0
3,13.2,11:58,Monday,0,59.6
6,10.3,13:50,Thursday,0,74.1
6,9.7,15:06,Saturday,0,51.0
5,10.3,10:40,Tuesday,1,76.0
9,8.1,09:20,Monday,0,99.5
1,10.3,13:48,Friday,2,40.1
7,9.8,17:02,Sunday,0,58.9
5,12.0,16:55,Monday,1,80.3
3,12.3,11:04,Friday,0,59.1
1,8.8,10:39,Saturday,0,8.2
4,15.3,11:32,Tuesday,0,65.9
1,11.5,10:27,Tuesday,1,24.7
3,16.5,17:38,Thursday,1,67.6
1,12.7,08:20,Friday,1,36.1
6,12.2,09:54,Thursday,0,82.2
4,10.5,08:16,Tuesday,2,67.6
3,13.8,16:32,Sunday,0,42.6
1,12.1,12:42,Wednesday,0,17.9
3,14.6,10:16,Thursday,0,55.3
6,16.8,11:57,Thursday,0,127.6
2,9.8,09:03,Thursday,0,18.4
6,13.8,09:04,Wednesday,1,96.3
3,13.8,17:28,Wednesday,0,34.8
5,13.4,14:57,Monday,0,90.2
6,10.7,14:23,Saturday,0,62.7
3,10.8,12:43,Wednesday,0,37.8
3,10.2,12:53,Monday,0,45.5
3,10.2,15:43,Monday,0,38.0
2,9.5,08:31,Sunday,0,15.4
6,11.7,14:40,Wednesday,0,80.0
7,9.7,13:30,Friday,1,101.5
4,13.3,11:04,Thursday,0,67.0
5,12.2,10:09,Saturday,0,47.7
3,12.5,16:37,Sunday,0,36.2
2,11.2,17:18,Saturday,0,21.6
1,12.2,08:57,Sunday,1,23.0
2,11.3,09:41,Tuesday,0,27.3
6,14.3,14:40,Thursday,0,109.1
3,10.7,15:44,Wednesday,1,47.1
5,13.1,12:54,Saturday,0,74.1
5,8.1,17:16,Tuesday,0,53.2
5,14.1,16:43,Saturday,1,74.1
5,10.3,09:15,Tuesday,2,79.6
0,9.3,09:25,Friday,0,1.9
1,8.6,08:51,Monday,1,20.0
1,8.3,16:45,Saturday,0,5.7
2,10.6,13:34,Saturday,0,23.7
4,16.5,17:24,Thursday,0,67.3
1,10.1,15:17,Thursday,0,15.6
4,5.4,15:19,Thursday,1,30.0
6,13.1,09:15,Friday,0,82.3
5,8.7,09:05,Thursday,0,47.9
3,14.4,17:18,Thursday,0,50.0
5,10.7,12:49,Thursday,0,69.7
4,11.2,17:56,Monday,0,58.3
1,15.6,11:13,Thursday,2,52.7
3,13.9,14:12,Thursday,0,58.2
4,8.3,13:43,Sunday,0,24.6
0,8.7,08:40,Wednesday,0,0.0
4,6.6,13:11,Sunday,1,33.4
3,19.8,17:14,Sunday,1,60.9
5,9.4,12:32,Saturday,0,47.7
6,15.5,12:43,Friday,0,108.3
4,10.4,15:00,Wednesday,0,48.6
3,8.8,15:48,Tuesday,0,33.9
2,12.1,16:16,Saturday,2,42.8
7,11.0,12:31,Friday,0,90.8
4,14.4,12:26,Saturday,0,57.0
4,14.4,12:44,Thursday,0,81.7
3,10.2,17:41,Sunday,0,31.4
8,7.7,17:17,Monday,0,72.6
6,8.4,14:13,Monday,0,75.2
3,5.2,10:50,Monday,0,21.2
1,11.2,17:00,Wednesday,0,16.2
4,12.0,09:42,Tuesday,1,73.1
5,8.6,09:04,Monday,0,53.2
7,8.2,12:08,Saturday,0,74.4
7,12.0,14:51,Tuesday,0,94.4
3,10.1,08:31,Saturday,0,29.3
3,11.4,11:07,Friday,0,50.1
3,10.9,15:50,Friday,0,43.1
3,12.7,14:35,Monday,1,65.5
6,10.3,08:50,Monday,0,70.3
5,10.5,10:01,Monday,1,70.4
4,6.4,15:15,Wednesday,1,44.8
6,11.8,09:09,Sunday,0,51.1
2,12.3,08:05,Wednesday,0,28.8
7,11.5,17:55,Tuesday,0,72.6
5,17.7,14:08,Tuesday,0,148.8
4,12.5,12:17,Wednesday,0,52.0
3,11.5,13:58,Friday,0,45.2
1,13.5,14:42,Saturday,0,17.6
0,18.3,12:57,Monday,1,24.3
3,12.8,14:34,Saturday,0,42.8
1,5.3,15:05,Monday,0,6.5
2,13.3,09:47,Wednesday,0,31.9
3,9.4,12:14,Friday,0,41.2
2,6.2,11:02,Monday,0,15.9
9,17.1,15:58,Tuesday,1,245.3
0,16.4,15:41,Friday,0,1.1
5,9.3,16:06,Friday,0,69.4
4,9.3,12:22,Monday,0,48.6
4,12.5,13:45,Saturday,0,47.9
4,9.3,15:03,Wednesday,0,43.5
3,11.6,11:13,Friday,0,37.9
4,9.9,17:46,Tuesday,0,49.8
3,10.8,11:47,Sunday,0,31.5
6,7.8,13:22,Saturday,0,41.5
3,14.5,16:16,Friday,0,46.6
5,15.6,15:28,Tuesday,0,86.4
7,11.7,13:00,Saturday,1,112.4
6,11.9,12:04,Wednesday,0,93.3
3,13.9,14:22,Friday,0,52.8
2,12.0,12:21,Friday,0,30.1
4,17.2,13:55,Saturday,1,87.4
5,8.1,15:59,Saturday,1,60.2
4,14.6,09:13,Wednesday,0,62.9
6,11.7,14:58,Monday,1,123.2
5,8.6,08:32,Thursday,1,53.5
5,18.7,15:20,Wednesday,0,134.6
6,19.2,10:05,Wednesday,0,111.9
3,11.4,12:56,Thursday,0,46.8
3,13.3,10:40,Friday,0,45.2
2,10.6,11:13,Friday,0,33.9
5,11.1,14:17,Wednesday,0,73.8
4,8.6,12:18,Friday,2,54.2
3,8.2,12:52,Sunday,0,21.1
3,17.5,17:59,Friday,0,64.1
4,11.9,09:12,Friday,0,60.2
6,12.2,11:50,Tuesday,0,100.7
3,9.6,13:18,Wednesday,1,48.7
0,12.6,16:08,Monday,0,0.0
4,7.5,10:49,Thursday,0,40.6
3,9.7,11:56,Monday,0,37.5
8,8.4,16:12,Saturday,1,73.9
4,15.9,13:18,Sunday,0,57.5
3,7.0,16:33,Saturday,0,18.0
1,8.5,08:38,Tuesday,1,17.9
6,5.9,10:52,Friday,0,40.2
5,9.3,13:34,Thursday,0,61.9
5,10.6,09:13,Monday,0,56.2
7,14.9,12:49,Saturday,0,117.8
3,11.3,08:10,Sunday,0,25.8
4,10.8,13:02,Thursday,0,54.0
5,12.9,17:12,Sunday,0,54.8
6,10.7,17:28,Monday,0,74.9
5,19.2,11:11,Sunday,0,110.4
3,10.2,08:02,Friday,1,43.4
2,13.2,17:07,Friday,0,33.3
1,14.5,13:40,Thursday,0,20.2
3,10.1,13:48,Monday,1,56.2
1,12.5,16:09,Thursday,2,35.8
5,10.5,11:56,Sunday,0,44.9
4,12.8,12:12,Thursday,0,73.5
4,12.3,16:30,Monday,0,67.4
8,11.6,12:54,Thursday,0,117.7
3,8.5,15:21,Tuesday,0,29.6
3,17.6,17:03,Wednesday,0,71.8
5,13.8,11:56,Friday,0,80.2
1,7.2,16:53,Monday,0,9.6
4,10.7,11:16,Thursday,0,55.3
4,7.3,17:17,Thursday,0,26.1
7,14.3,11:03,Saturday,0,90.8
4,11.9,10:20,Monday,0,60.9
5,12.0,15:12,Friday,0,82.9
5,9.5,17:13,Friday,0,51.2
3,11.1,15:40,Monday,0,37.4
3,14.4,15:24,Monday,1,64.8
6,15.2,17:43,Friday,1,107.3
2,14.5,13:34,Sunday,0,22.5
1,7.3,16:52,Sunday,0,8.8
2,11.4,08:22,Saturday,0,23.7
4,12.8,09:19,Saturday,0,48.6
1,9.8,10:42,Friday,1,23.6
3,7.0,17:27,Tuesday,0,26.3
4,8.1,09:58,Thursday,0,40.9
7,16.5,11:49,Wednesday,0,125.2
7,8.4,08:21,Tuesday,0,59.1
4,12.1,08:46,Monday,0,66.2
3,11.5,13:49,Monday,0,50.8
3,11.5,08:58,Saturday,0,35.6
4,11.0,16:59,Tuesday,0,45.2
1,14.4,16:51,Friday,0,14.5
8,12.1,14:13,Wednesday,0,125.9
6,10.1,11:57,Thursday,0,68.8
5,12.2,16:52,Wednesday,1,64.2
3,8.2,12:52,Wednesday,0,28.2
4,13.4,09:54,Thursday,0,59.9
8,10.0,11:27,Saturday,0,102.9
6,10.1,11:37,Thursday,1,78.0
3,13.5,13:47,Saturday,0,42.5
4,10.8,12:00,Sunday,0,55.9
4,10.9,16:10,Thursday,2,64.3
4,15.5,14:15,Saturday,0,70.9
3,9.1,10:31,Monday,0,34.0
1,13.5,12:01,Thursday,0,17.9
3,14.8,15:13,Thursday,0,68.6
4,15.5,10:25,Monday,0,91.0
3,18.5,08:54,Sunday,0,50.1
1,10.1,15:06,Saturday,1,17.6
4,9.4,12:03,Friday,0,47.9
2,14.5,09:14,Friday,0,31.4
2,14.8,12:47,Saturday,0,25.0
4,9.6,13:36,Saturday,0,28.5
6,13.5,08:15,Wednesday,0,76.5
9,20.2,15:54,Wednesday,1,232.3
3,12.3,12:54,Wednesday,0,52.4
6,14.8,08:15,Sunday,0,66.2
3,16.7,16:37,Monday,0,66.1
8,19.5,13:51,Sunday,0,115.0
4,12.7,17:37,Wednesday,0,48.7
4,15.8,10:48,Saturday,0,40.7
9,9.6,12:07,Tuesday,0,141.9
6,12.1,14:37,Saturday,0,77.0
6,10.7,17:08,Thursday,2,95.6
7,6.3,15:54,Sunday,1,51.0
6,7.2,14:25,Wednesday,1,80.7
4,13.3,15:57,Sunday,0,45.6
4,13.3,08:56,Saturday,0,42.1
3,8.9,15:14,Monday,2,74.0
6,16.7,13:47,Wednesday,0,105.7
3,8.7,10:44,Wednesday,0,36.0
3,12.8,10:23,Tuesday,1,62.2
3,10.8,10:52,Sunday,0,32.9
0,12.3,09:13,Monday,0,0.0
4,14.7,10:43,Tuesday,0,96.2
3,14.3,08:42,Tuesday,0,46.5
4,14.1,14:43,Wednesday,2,93.8
1,13.7,13:07,Friday,1,38.3
3,8.2,09:16,Monday,0,29.1
1,15.4,14:58,Friday,0,20.7
5,8.8,09:46,Wednesday,0,42.0
5,11.7,12:56,Friday,1,93.5
3,10.9,17:12,Monday,0,38.3
2,13.1,15:36,Sunday,0,21.4
9,10.5,13:50,Friday,0,110.2
3,11.5,13:50,Tuesday,0,49.6
5,16.9,08:38,Saturday,0,73.4
3,8.1,12:16,Thursday,1,39.4
4,12.0,11:04,Wednesday,0,60.8
1,8.7,12:44,Tuesday,0,14.8
7,14.0,17:30,Thursday,0,92.5
9,9.8,15:51,Tuesday,0,110.4
4,12.1,14:05,Saturday,0,44.2
2,8.0,15:02,Wednesday,1,28.1
1,15.9,15:18,Monday,2,72.6
1,12.2,12:33,Friday,0,9.0
6,12.4,16:39,Saturday,0,60.5
9,14.5,14:10,Saturday,0,132.0
5,8.2,15:22,Thursday,0,51.1
3,10.2,08:06,Wednesday,0,38.1
5,12.5,13:22,Tuesday,0,66.0
3,6.7,11:38,Wednesday,0,29.0
4,7.0,08:33,Monday,0,37.3
7,9.5,14:27,Sunday,0,62.9
5,8.6,17:17,Tuesday,1,47.6
4,11.0,15:19,Saturday,1,50.5
8,13.6,08:47,Wednesday,0,135.4
5,14.2,08:34,Friday,0,81.4
5,17.4,11:27,Sunday,0,82.6
1,11.9,10:23,Wednesday,0,11.1
3,12.5,08:16,Sunday,2,60.3
5,11.9,08:24,Wednesday,0,62.9
6,13.0,11:27,Tuesday,0,96.8
3,13.2,09:20,Saturday,0,37.1
1,14.8,09:56,Monday,1,36.2
5,14.8,16:41,Monday,1,102.9
3,13.6,17:56,Wednesday,0,34.0
6,16.5,16:02,Thursday,0,104.8
6,12.1,10:19,Thursday,1,75.9
6,10.2,09:45,Monday,0,84.4
2,10.7,13:47,Thursday,0,24.3
6,11.7,15:50,Friday,0,81.2
4,8.7,14:34,Tuesday,1,55.7
4,10.2,16:02,Thursday,0,41.8
0,8.6,12:52,Wednesday,1,7.2
3,13.0,17:52,Monday,0,49.3
2,13.1,15:52,Saturday,1,49.7
6,6.7,08:30,Wednesday,0,48.9
7,10.0,11:38,Sunday,0,82.4
2,17.5,13:35,Tuesday,0,38.9
6,13.9,10:14,Monday,0,109.1
2,13.4,12:02,Saturday,0,27.3
3,10.0,14:17,Sunday,0,35.9
0,12.9,13:31,Sunday,1,15.6
3,12.0,16:36,Sunday,0,31.3
1,9.6,10:37,Wednesday,0,4.5
4,10.5,17:12,Friday,0,41.0
9,10.6,11:13,Monday,0,141.6
1,7.5,17:12,Wednesday,0,7.3
2,8.0,10:28,Sunday,1,22.3
3,11.4,13:04,Friday,0,48.0
3,9.5,17:19,Saturday,0,31.1
6,11.1,10:46,Sunday,0,55.6
6,7.2,16:29,Saturday,0,45.1
5,14.4,13:00,Friday,0,111.9
4,18.2,12:11,Wednesday,2,159.3
7,15.1,14:38,Thursday,0,119.9
0,15.4,09:59,Monday,0,0.9
3,13.9,14:35,Friday,0,57.9
8,12.8,09:45,Sunday,0,93.7
4,12.3,15:06,Tuesday,0,59.7
1,9.3,14:06,Thursday,0,6.2
4,14.1,09:23,Sunday,0,43.2
6,13.9,09:00,Wednesday,1,97.1
2,10.6,14:04,Friday,0,23.5
4,13.6,09:12,Saturday,0,52.3
4,9.9,14:15,Saturday,0,46.6
3,10.1,17:59,Friday,1,42.6
5,14.3,09:13,Monday,1,81.7
3,13.3,12:44,Monday,1,75.4
2,11.3,17:14,Saturday,0,21.9
3,11.0,17:22,Sunday,0,29.6
6,12.5,08:17,Tuesday,1,89.3
2,6.5,16:04,Thursday,0,11.3
3,9.7,10:23,Monday,0,43.2
6,8.2,15:27,Tuesday,1,74.1
3,12.0,11:33,Thursday,0,40.4
7,15.3,10:14,Monday,1,136.0
4,13.4,12:42,Friday,0,72.2
6,10.5,09:45,Thursday,1,73.6
5,9.9,12:14,Monday,0,73.4
2,9.7,11:56,Friday,0,25.7
5,18.0,17:37,Thursday,0,124.9
5,12.2,13:25,Monday,1,104.2
7,12.6,14:58,Tuesday,0,137.7
4,5.7,09:44,Thursday,0,26.1
1,8.5,17:58,Saturday,0,5.6
2,11.9,12:58,Thursday,0,25.9
2,10.5,08:45,Friday,0,21.3
1,12.4,14:05,Thursday,1,32.2
4,12.4,11:10,Sunday,0,48.7
5,13.8,10:56,Sunday,1,56.5
4,6.4,11:10,Wednesday,0,34.8
4,8.7,12:30,Wednesday,1,63.7
3,11.7,10:52,Friday,0,34.3
3,10.1,15:47,Sunday,0,32.6
4,11.1,09:47,Friday,0,64.2
3,12.3,09:25,Wednesday,0,31.6
4,9.8,09:02,Saturday,0,33.9
5,12.6,12:06,Tuesday,0,73.8
9,13.6,09:07,Tuesday,1,178.6
6,12.2,08:15,Tuesday,1,90.7
8,14.2,10:56,Sunday,0,100.8
5,5.5,17:48,Sunday,0,25.2
8,10.2,08:06,Sunday,0,89.1
4,14.7,08:38,Monday,0,72.8
5,9.4,13:49,Sunday,0,43.4
1,9.0,12:58,Tuesday,1,22.8
2,11.6,09:02,Sunday,0,22.8
